EstimatedSalary,0,1,All
51999.5,1,0,1
52021.39,1,0,1
52035.29,0,1,1
52044.66,1,0,1
52067.37,1,0,1
52110.45,1,0,1
52137.73,1,0,1
52138.49,1,0,1
52166.25,1,0,1
52167.97,1,0,1
52193.23,1,0,1
52198.84,1,0,1
52301.15,1,0,1
52309.8,1,0,1
52314.71,1,0,1
52319.26,1,0,1
52327.57,1,0,1
52332.85,1,0,1
52337.97,0,1,1
52341.15,1,0,1
52367.29,1,0,1
52404.47,1,0,1
52411.99,1,0,1
52449.62,0,1,1
52462.25,1,0,1
52471.36,1,0,1
52484.01,1,0,1
52525.15,0,1,1
52526.65,1,0,1
52534.81,1,0,1
52545.24,1,0,1
52581.96,1,0,1
52583.79,0,1,1
52615.62,1,0,1
52629.73,0,1,1
52693.99,1,0,1
52709.55,1,0,1
52710.7,1,0,1
52759.82,0,1,1
52795.15,1,0,1
52795.56,0,1,1
52796.31,1,0,1
52820.13,1,0,1
52827.51,1,0,1
52856.88,1,0,1
52861.89,1,0,1
52876.41,1,0,1
52885.23,0,1,1
52894.01,1,0,1
52909.87,1,0,1
52952.24,1,0,1
52990.7,1,0,1
53020.9,1,0,1
53067.83,0,1,1
53072.49,0,1,1
53087.98,1,0,1
53130.41,1,0,1
53134.3,1,0,1
53157.16,1,0,1
53172.02,1,0,1
53179.21,0,1,1
53217.3,1,0,1
53222.15,0,1,1
53277.15,1,0,1
53289.49,1,0,1
53294.17,1,0,1
53311.78,1,0,1
53328.7,1,0,1
53353.36,1,0,1
53379.52,1,0,1
53394.12,1,0,1
53412.54,1,0,1
53420.53,1,0,1
53437.1,1,0,1
53445.17,0,1,1
53477.76,1,0,1
53478.02,1,0,1
53483.21,1,0,1
53511.74,1,0,1
53512.16,1,0,1
53520.03,1,0,1
53534.8,1,0,1
53581.14,1,0,1
53584.03,1,0,1
53630.9,0,1,1
53667.08,1,0,1
53710.23,1,0,1
53718.28,1,0,1
53784.22,1,0,1
53793.1,0,1,1
53817.23,1,0,1
53843.71,1,0,1
53874.67,1,0,1
53931.05,0,1,1
53949.98,1,0,1
53954.24,1,0,1
53994.64,1,0,1
54018.93,1,0,1
54019.93,0,1,1
54038.62,1,0,1
54083.8,0,1,1
54113.38,1,0,1
54122.89,1,0,1
54129.86,1,0,1
54132.93,1,0,1
54141.5,1,0,1
54144.01,1,0,1
54184.06,1,0,1
54191.38,1,0,1
54209.02,1,0,1
54227.06,1,0,1
54229.74,1,0,1
54265.55,1,0,1
54272.12,1,0,1
54277.45,0,1,1
54290.62,1,0,1
54340.24,1,0,1
54342.83,1,0,1
54359.02,0,1,1
54372.37,1,0,1
54394.28,1,0,1
54398.56,1,0,1
54405.79,1,0,1
54409.48,1,0,1
54416.18,1,0,1
54439.53,1,0,1
54448.41,1,0,1
54453.72,1,0,1
54473.6,0,1,1
54474.48,0,1,1
54478.52,1,0,1
54487.43,1,0,1
54495.82,1,0,1
54517.25,1,0,1
54530.51,0,1,1
54560.79,0,1,1
54628.11,1,0,1
54676.1,0,1,1
54689.16,1,0,1
54702.66,1,0,1
54706.75,1,0,1
54724.03,1,0,1
54726.43,1,0,1
54776.64,1,0,1
54816.57,1,0,1
54865.92,1,0,1
54869.54,1,0,1
54871.02,1,0,1
54914.92,1,0,1
54926.51,0,1,1
54947.51,1,0,1
54949.73,1,0,1
54954.51,0,1,1
55003.79,1,0,1
55022.43,1,0,1
55034.02,1,0,1
55043.93,1,0,1
55054.48,1,0,1
55072.32,1,0,1
55072.93,1,0,1
55100.09,1,0,1
55119.53,1,0,1
55120.79,1,0,1
55207.41,1,0,1
55207.88,1,0,1
55218.02,1,0,1
55266.96,0,1,1
55287.84,1,0,1
55313.44,1,0,1
55313.51,1,0,1
55324.49,1,0,1
55346.14,1,0,1
55347.28,1,0,1
55356.39,0,1,1
55362.45,1,0,1
55387.28,1,0,1
55389.59,1,0,1
55400.17,1,0,1
55470.78,1,0,1
55473.15,1,0,1
55500.17,1,0,1
55551.26,1,0,1
55556.3,1,0,1
55558.51,0,1,1
55582.54,0,1,1
55593.8,1,0,1
55601.44,1,0,1
55663.85,1,0,1
55672.09,1,0,1
55701.62,1,0,1
55724.24,1,0,1
55725.04,0,1,1
55753.12,0,1,1
55763.66,1,0,1
55772.04,1,0,1
55775.72,1,0,1
55775.84,0,1,1
55796.83,0,1,1
55803.96,0,1,1
55809.92,1,0,1
55816.2,1,0,1
55829.25,1,0,1
55835.66,1,0,1
55857.48,0,1,1
55859.27,1,0,1
55867.38,1,0,1
55868.97,0,1,1
55893.37,1,0,1
55902.93,1,0,1
55972.56,1,0,1
56028.79,1,0,1
56053.06,1,0,1
56055.72,1,0,1
56092.51,1,0,1
56099.86,1,0,1
56118.81,0,1,1
56139.09,1,0,1
56176.31,1,0,1
56185.05,1,0,1
56185.98,1,0,1
56191.99,1,0,1
56214.09,1,0,1
56229.72,0,1,1
56246.69,1,0,1
56246.72,1,0,1
56268.98,1,0,1
56297.85,1,0,1
56307.51,1,0,1
56311.39,0,1,1
56323.21,1,0,1
56388.63,1,0,1
56407.42,0,1,1
56408.14,1,0,1
56410.17,1,0,1
56459.45,1,0,1
56518.0,1,0,1
56562.57,1,0,1
56577.0,1,0,1
56583.88,1,0,1
56585.2,0,1,1
56594.36,0,1,1
56636.28,1,0,1
56642.97,1,0,1
56646.28,1,0,1
56650.47,1,0,1
56756.52,0,1,1
56759.79,1,0,1
56767.67,0,1,1
56770.76,1,0,1
56780.97,1,0,1
56784.11,1,0,1
56787.8,1,0,1
56793.02,0,1,1
56794.73,1,0,1
56850.92,0,1,1
56865.62,1,0,1
56875.76,1,0,1
56897.1,1,0,1
56905.38,1,0,1
56908.41,1,0,1
56937.43,1,0,1
56971.41,0,1,1
56984.58,1,0,1
56991.66,1,0,1
56999.9,0,1,1
57014.17,0,1,1
57014.43,1,0,1
57029.66,1,0,1
57034.35,1,0,1
57061.71,1,0,1
57064.57,1,0,1
57088.97,1,0,1
57098.0,1,0,1
57121.51,1,0,1
57128.78,1,0,1
57164.19,1,0,1
57175.32,1,0,1
57205.55,1,0,1
57213.46,1,0,1
57215.85,1,0,1
57236.44,1,0,1
57320.92,1,0,1
57323.18,1,0,1
57337.79,1,0,1
57338.56,0,1,1
57380.13,1,0,1
57461.13,1,0,1
57517.71,1,0,1
57531.14,1,0,1
57541.08,0,1,1
57549.65,1,0,1
57553.02,1,0,1
57553.98,0,1,1
57558.95,1,0,1
57572.38,1,0,1
57589.29,1,0,1
57594.78,1,0,1
57600.66,1,0,1
57643.55,1,0,1
57675.88,1,0,1
57751.21,1,0,1
57762.0,1,0,1
57764.65,1,0,1
57769.2,1,0,1
57802.62,1,0,1
57807.05,1,0,1
57817.84,0,1,1
57841.89,0,1,1
57844.26,1,0,1
57850.1,1,0,1
57862.88,1,0,1
57876.05,1,0,1
57896.27,1,0,1
57898.58,1,0,1
57904.22,0,1,1
57929.9,1,0,1
57942.88,1,0,1
57962.41,1,0,1
57975.8,1,0,1
57992.49,1,0,1
57995.74,1,0,1
58010.98,1,0,1
58019.95,1,0,1
58043.02,0,1,1
58076.52,1,0,1
58111.71,1,0,1
58134.97,1,0,1
58137.42,1,0,1
58170.24,1,0,1
58203.67,0,1,1
58214.79,1,0,1
58257.23,1,0,1
58268.2,0,1,1
58309.54,1,0,1
58320.06,1,0,1
58332.91,1,0,1
58363.94,1,0,1
58381.77,1,0,1
58426.81,1,0,1
58440.43,1,0,1
58442.25,1,0,1
58458.26,1,0,1
58467.08,1,0,1
58469.75,1,0,1
58561.31,1,0,1
58595.64,1,0,1
58601.61,1,0,1
58632.37,1,0,1
58652.23,1,0,1
58667.16,0,1,1
58685.59,1,0,1
58719.63,0,1,1
58761.33,1,0,1
58781.11,1,0,1
58803.28,1,0,1
58814.41,1,0,1
58844.84,0,1,1
58854.88,0,1,1
58855.85,1,0,1
58879.11,1,0,1
58883.91,1,0,1
58907.08,0,1,1
58961.49,1,0,1
58965.04,1,0,1
58974.0,1,0,1
58976.85,1,0,1
59061.25,1,0,1
59093.39,1,0,1
59103.13,1,0,1
59115.77,1,0,1
59129.72,1,0,1
59172.42,1,0,1
59195.05,1,0,1
59207.41,0,1,1
59237.72,1,0,1
59249.83,1,0,1
59259.44,1,0,1
59280.79,1,0,1
59297.34,1,0,1
59325.21,1,0,1
59346.4,0,1,1
59351.68,1,0,1
59354.24,0,1,1
59374.82,1,0,1
59457.0,1,0,1
59475.35,1,0,1
59497.01,0,1,1
59553.34,1,0,1
59559.81,1,0,1
59563.49,1,0,1
59568.24,1,0,1
59571.5,1,0,1
59595.66,1,0,1
59601.15,1,0,1
59604.45,0,1,1
59636.43,0,1,1
59645.24,0,1,1
59650.42,1,0,1
59653.03,1,0,1
59659.53,1,0,1
59668.81,1,0,1
59679.9,1,0,1
59747.63,1,0,1
59748.19,1,0,1
59755.14,1,0,1
59816.41,1,0,1
59864.96,1,0,1
59887.15,1,0,1
59890.29,1,0,1
59905.29,1,0,1
59927.99,1,0,1
59938.81,1,0,1
59961.81,1,0,1
59981.62,1,0,1
60013.17,1,0,1
60017.46,0,1,1
60021.34,0,1,1
60032.46,0,1,1
60036.99,0,1,1
60059.47,1,0,1
60083.11,0,1,1
60116.57,1,0,1
60151.77,1,0,1
60176.1,1,0,1
60192.14,0,1,1
60194.05,1,0,1
60212.51,1,0,1
60231.74,0,1,1
60270.87,1,0,1
60285.3,1,0,1
60297.72,1,0,1
60335.24,1,0,1
60375.18,1,0,1
60407.93,1,0,1
60416.76,1,0,1
60420.07,1,0,1
60427.3,1,0,1
60429.43,1,0,1
60485.98,1,0,1
60533.96,0,1,1
60536.56,1,0,1
60552.44,0,1,1
60584.33,1,0,1
60590.72,0,1,1
60615.83,1,0,1
60622.61,1,0,1
60651.77,1,0,1
60686.4,1,0,1
60688.38,1,0,1
60706.33,1,0,1
60708.72,0,1,1
60721.4,1,0,1
60728.89,1,0,1
60739.16,1,0,1
60775.76,0,1,1
60778.11,0,1,1
60810.64,0,1,1
60811.56,1,0,1
60830.24,1,0,1
60830.38,1,0,1
60843.09,0,1,1
60887.58,1,0,1
60891.8,0,1,1
60894.26,1,0,1
60901.72,1,0,1
60905.51,1,0,1
60906.12,1,0,1
60907.49,1,0,1
60917.24,0,1,1
60920.03,0,1,1
60941.27,0,1,1
60954.45,1,0,1
60972.84,1,0,1
60988.21,0,1,1
60993.23,1,0,1
61018.85,1,0,1
61048.53,1,0,1
61094.53,1,0,1
61108.56,0,1,1
61120.75,1,0,1
61128.29,1,0,1
61164.45,1,0,1
61230.83,1,0,1
61240.87,1,0,1
61251.25,1,0,1
61257.83,1,0,1
61290.99,1,0,1
61312.15,1,0,1
61315.37,0,1,1
61324.87,1,0,1
61326.43,1,0,1
61349.37,1,0,1
61446.92,0,1,1
61450.96,1,0,1
61513.87,1,0,1
61531.86,1,0,1
61538.43,0,1,1
61569.07,1,0,1
61581.2,1,0,1
61602.42,1,0,1
61623.19,1,0,1
61636.22,1,0,1
61666.87,1,0,1
61759.33,0,1,1
61761.77,1,0,1
61792.76,0,1,1
61793.47,1,0,1
61796.64,1,0,1
61811.1,1,0,1
61820.41,0,1,1
61829.89,1,0,1
61843.73,1,0,1
61931.21,1,0,1
61936.1,1,0,1
61936.22,1,0,1
61937.6,1,0,1
61961.57,1,0,1
61977.82,1,0,1
61994.2,1,0,1
61995.57,1,0,1
62002.04,1,0,1
62023.1,1,0,1
62027.9,1,0,1
62030.06,1,0,1
62083.0,1,0,1
62086.62,1,0,1
62112.7,1,0,1
62163.53,1,0,1
62193.92,1,0,1
62199.78,0,1,1
62222.81,1,0,1
62232.6,1,0,1
62256.87,0,1,1
62280.91,1,0,1
62282.99,0,1,1
62347.71,1,0,1
62368.33,1,0,1
62370.67,0,1,1
62375.1,1,0,1
62389.35,1,0,1
62390.59,0,1,1
62402.38,1,0,1
62413.01,0,1,1
62424.46,1,0,1
62449.07,0,1,1
62454.01,0,1,1
62487.97,1,0,1
62514.65,0,1,1
62615.35,1,0,1
62627.55,1,0,1
62634.94,1,0,1
62674.42,1,0,1
62678.53,1,0,1
62688.55,1,0,1
62700.08,1,0,1
62703.38,1,0,1
62722.44,1,0,1
62733.05,1,0,1
62746.54,1,0,1
62762.12,1,0,1
62768.8,1,0,1
62808.93,0,1,1
62810.91,1,0,1
62811.03,1,0,1
62825.03,1,0,1
62830.97,1,0,1
62845.64,0,1,1
62851.6,1,0,1
62868.33,1,0,1
62905.29,1,0,1
62933.03,1,0,1
62944.75,1,0,1
62972.13,1,0,1
62980.96,1,0,1
62989.82,0,1,1
63023.02,1,0,1
63030.97,1,0,1
63051.32,0,1,1
63082.88,1,0,1
63085.94,1,0,1
63092.65,0,1,1
63142.12,1,0,1
63158.22,1,0,1
63163.99,1,0,1
63170.0,1,0,1
63173.64,1,0,1
63176.77,1,0,1
63185.05,1,0,1
63197.88,1,0,1
63202.0,1,0,1
63213.31,1,0,1
63218.85,1,0,1
63233.02,0,1,1
63236.97,1,0,1
63239.65,1,0,1
63241.21,0,1,1
63297.7,1,0,1
63337.19,1,0,1
63340.65,1,0,1
63405.2,0,1,1
63446.47,1,0,1
63452.18,0,1,1
63495.86,1,0,1
63531.19,1,0,1
63584.55,0,1,1
63606.22,0,1,1
63687.06,1,0,1
63705.9,1,0,1
63708.07,1,0,1
63717.49,1,0,1
63729.72,1,0,1
63732.9,1,0,1
63736.17,1,0,1
63736.36,1,0,1
63737.19,0,1,1
63747.51,1,0,1
63795.62,1,0,1
63795.8,1,0,1
63833.09,1,0,1
63846.36,1,0,1
63889.1,1,0,1
63908.86,1,0,1
63940.68,0,1,1
63981.37,0,1,1
64014.24,1,0,1
64038.34,1,0,1
64050.19,1,0,1
64129.03,1,0,1
64139.1,1,0,1
64157.24,0,1,1
64166.7,0,1,1
64242.31,1,0,1
64286.39,1,0,1
64299.82,1,0,1
64308.49,0,1,1
64323.24,1,0,1
64327.26,1,0,1
64345.61,0,1,1
64349.6,1,0,1
64350.8,1,0,1
64375.4,1,0,1
64381.33,0,1,1
64420.5,1,0,1
64421.02,1,0,1
64436.16,1,0,1
64443.75,1,0,1
64448.36,1,0,1
64477.25,1,0,1
64490.67,1,0,1
64511.44,1,0,1
64515.5,1,0,1
64516.8,0,1,1
64539.64,1,0,1
64593.07,1,0,1
64595.25,1,0,1
64613.81,1,0,1
64679.07,1,0,1
64679.3,1,0,1
64716.08,1,0,1
64722.61,1,0,1
64729.51,1,0,1
64746.07,1,0,1
64771.61,1,0,1
64804.04,1,0,1
64804.59,1,0,1
64815.05,0,1,1
64831.36,1,0,1
64833.28,1,0,1
64839.23,1,0,1
64849.74,0,1,1
64853.51,0,1,1
64869.32,0,1,1
64872.33,1,0,1
64872.55,1,0,1
64907.48,0,1,1
64945.57,1,0,1
65010.74,1,0,1
65035.02,1,0,1
65039.9,1,0,1
65057.71,1,0,1
65066.48,0,1,1
65069.03,1,0,1
65089.38,1,0,1
65121.63,0,1,1
65147.27,1,0,1
65156.83,0,1,1
65166.6,1,0,1
65170.66,1,0,1
65219.85,1,0,1
65222.48,1,0,1
65234.6,1,0,1
65257.57,1,0,1
65316.5,1,0,1
65323.11,1,0,1
65361.66,1,0,1
65374.86,1,0,1
65390.46,0,1,1
65396.79,1,0,1
65413.41,1,0,1
65464.66,1,0,1
65466.93,0,1,1
65481.86,1,0,1
65482.94,1,0,1
65500.53,0,1,1
65501.91,0,1,1
65520.74,1,0,1
65532.17,1,0,1
65535.56,1,0,1
65565.92,1,0,1
65567.91,1,0,1
65611.01,1,0,1
65612.12,1,0,1
65618.01,1,0,1
65632.33,0,1,1
65636.92,1,0,1
65657.29,1,0,1
65675.47,1,0,1
65682.93,1,0,1
65706.86,1,0,1
65708.5,1,0,1
65720.92,1,0,1
65731.53,1,0,1
65758.19,1,0,1
65765.22,1,0,1
65769.3,0,1,1
65801.44,1,0,1
65816.53,1,0,1
65864.4,0,1,1
65868.28,1,0,1
65906.07,1,0,1
65951.65,1,0,1
65986.48,0,1,1
65996.9,1,0,1
65998.26,1,0,1
66006.75,0,1,1
66013.27,1,0,1
66032.65,1,0,1
66040.83,1,0,1
66088.83,1,0,1
66119.07,1,0,1
66190.21,1,0,1
66193.61,1,0,1
66214.13,1,0,1
66232.23,1,0,1
66238.23,0,1,1
66245.44,0,1,1
66256.27,1,0,1
66263.87,1,0,1
66285.18,1,0,1
66331.01,1,0,1
66333.56,0,1,1
66367.33,1,0,1
66389.43,0,1,1
66393.89,1,0,1
66406.37,1,0,1
66408.01,0,1,1
66462.79,1,0,1
66463.62,1,0,1
66469.2,1,0,1
66485.26,1,0,1
66526.01,1,0,1
66548.58,1,0,1
66561.6,1,0,1
66580.13,0,1,1
66586.56,1,0,1
66602.7,1,0,1
66652.75,0,1,1
66680.77,1,0,1
66695.71,1,0,1
66721.98,1,0,1
66732.63,0,1,1
66753.1,0,1,1
66795.78,1,0,1
66799.28,1,0,1
66810.48,1,0,1
66825.33,1,0,1
66879.27,1,0,1
66893.28,0,1,1
66926.83,0,1,1
66963.15,1,0,1
66977.68,1,0,1
66979.06,1,0,1
67020.03,1,0,1
67029.82,0,1,1
67040.12,1,0,1
67046.83,0,1,1
67057.27,1,0,1
67110.59,0,1,1
67124.48,0,1,1
67131.3,0,1,1
67142.97,0,1,1
67202.74,1,0,1
67208.3,1,0,1
67214.02,1,0,1
67234.33,1,0,1
67238.01,1,0,1
67288.89,1,0,1
67311.12,1,0,1
67339.34,1,0,1
67364.42,1,0,1
67431.28,1,0,1
67445.85,1,0,1
67468.67,1,0,1
67484.16,1,0,1
67484.6,1,0,1
67494.23,1,0,1
67502.12,1,0,1
67508.01,1,0,1
67539.85,0,1,1
67552.71,1,0,1
67599.69,1,0,1
67607.9,1,0,1
67611.36,1,0,1
67622.34,1,0,1
67667.19,1,0,1
67734.79,1,0,1
67740.08,0,1,1
67769.94,1,0,1
67788.49,1,0,1
67789.99,1,0,1
67803.83,1,0,1
67830.2,0,1,1
67840.81,1,0,1
67879.8,1,0,1
67885.37,1,0,1
67926.18,1,0,1
67944.09,0,1,1
67949.32,1,0,1
67972.45,1,0,1
67976.57,1,0,1
67979.35,1,0,1
67997.13,0,1,1
67998.45,1,0,1
68008.85,1,0,1
68021.9,1,0,1
68052.08,1,0,1
68064.83,1,0,1
68075.14,1,0,1
68087.15,1,0,1
68093.23,0,1,1
68106.29,1,0,1
68141.92,1,0,1
68143.93,1,0,1
68255.88,1,0,1
68260.27,0,1,1
68293.93,1,0,1
68297.61,0,1,1
68343.08,1,0,1
68343.53,1,0,1
68367.18,1,0,1
68393.64,0,1,1
68400.14,1,0,1
68408.74,1,0,1
68462.59,0,1,1
68479.6,1,0,1
68487.51,1,0,1
68562.26,0,1,1
68569.89,1,0,1
68574.88,0,1,1
68594.0,1,0,1
68600.36,1,0,1
68621.98,1,0,1
68666.63,1,0,1
68695.38,1,0,1
68701.73,1,0,1
68730.91,1,0,1
68759.57,1,0,1
68777.26,1,0,1
68789.93,1,0,1
68794.15,1,0,1
68807.47,1,0,1
68814.23,1,0,1
68815.05,1,0,1
68831.72,1,0,1
68860.3,0,1,1
68873.8,1,0,1
68985.99,1,0,1
68987.55,1,0,1
69011.66,1,0,1
69039.43,1,0,1
69052.87,1,0,1
69055.45,1,0,1
69056.26,1,0,1
69079.85,1,0,1
69080.46,1,0,1
69101.23,0,1,1
69113.14,1,0,1
69132.66,1,0,1
69157.93,1,0,1
69227.42,1,0,1
69228.2,0,1,1
69244.24,1,0,1
69263.1,1,0,1
69303.15,1,0,1
69320.97,1,0,1
69361.95,1,0,1
69370.05,1,0,1
69372.88,1,0,1
69381.05,1,0,1
69384.71,0,1,1
69409.37,0,1,1
69414.13,0,1,1
69428.79,1,0,1
69454.24,0,1,1
69531.22,0,1,1
69578.49,1,0,1
69584.3,0,1,1
69586.27,0,1,1
69608.48,1,0,1
69643.31,0,1,1
69664.35,1,0,1
69676.55,1,0,1
69697.74,1,0,1
69759.91,1,0,1
69767.14,1,0,1
69826.8,1,0,1
69829.4,1,0,1
69849.55,1,0,1
69850.04,1,0,1
69865.49,1,0,1
69903.93,0,1,1
70007.67,1,0,1
70127.93,1,0,1
70140.8,0,1,1
70154.22,1,0,1
70174.03,1,0,1
70179.0,1,0,1
70179.91,1,0,1
70196.23,0,1,1
70196.57,1,0,1
70209.83,1,0,1
70221.13,0,1,1
70223.22,1,0,1
70224.34,1,0,1
70240.79,1,0,1
70323.68,1,0,1
70370.24,1,0,1
70381.49,1,0,1
70399.71,1,0,1
70400.86,1,0,1
70403.65,1,0,1
70454.79,0,1,1
70496.66,1,0,1
70523.92,1,0,1
70529.0,0,1,1
70532.53,1,0,1
70548.96,1,0,1
70550.0,1,0,1
70563.9,1,0,1
70607.1,1,0,1
70613.52,1,0,1
70618.0,1,0,1
70649.64,0,1,1
70665.16,1,0,1
70668.77,1,0,1
70705.58,1,0,1
70758.37,0,1,1
70760.69,1,0,1
70774.97,1,0,1
70778.63,0,1,1
70783.61,1,0,1
70810.6,1,0,1
70810.8,1,0,1
70849.47,1,0,1
70899.27,1,0,1
70916.0,0,1,1
70927.11,0,1,1
70954.41,1,0,1
70956.75,1,0,1
70974.13,1,0,1
71009.84,1,0,1
71047.51,1,0,1
71071.47,1,0,1
71095.41,1,0,1
71121.04,0,1,1
71133.12,1,0,1
71139.31,1,0,1
71139.8,1,0,1
71154.1,1,0,1
71159.84,1,0,1
71167.17,0,1,1
71173.64,1,0,1
71175.94,1,0,1
71178.09,1,0,1
71179.31,1,0,1
71192.82,1,0,1
71216.6,1,0,1
71244.59,0,1,1
71323.23,1,0,1
71333.44,1,0,1
71359.78,1,0,1
71379.92,0,1,1
71405.17,1,0,1
71420.16,1,0,1
71433.88,1,0,1
71492.28,1,0,1
71519.4,1,0,1
71557.12,1,0,1
71594.26,1,0,1
71638.0,1,0,1
71672.86,1,0,1
71682.54,1,0,1
71692.8,1,0,1
71709.12,1,0,1
71725.73,1,0,1
71738.56,1,0,1
71776.76,1,0,1
71811.9,1,0,1
71823.15,1,0,1
71830.1,0,1,1
71856.3,1,0,1
71862.79,1,0,1
71865.31,0,1,1
71905.77,0,1,1
71911.3,1,0,1
71926.28,0,1,1
71972.95,1,0,1
72008.61,1,0,1
72051.44,1,0,1
72073.72,1,0,1
72085.1,1,0,1
72105.63,1,0,1
72127.83,1,0,1
72143.44,1,0,1
72155.85,0,1,1
72168.53,1,0,1
72169.95,0,1,1
72172.13,0,1,1
72196.57,1,0,1
72203.8,1,0,1
72274.84,1,0,1
72276.24,1,0,1
72306.07,1,0,1
72318.77,1,0,1
72330.46,1,0,1
72350.17,1,0,1
72350.47,1,0,1
72375.03,1,0,1
72402.0,1,0,1
72462.25,1,0,1
72467.99,0,1,1
72496.05,0,1,1
72500.68,1,0,1
72504.76,1,0,1
72549.27,0,1,1
72577.33,0,1,1
72628.84,0,1,1
72643.95,0,1,1
72678.75,0,1,1
72757.33,1,0,1
72814.31,1,0,1
72846.58,0,1,1
72849.29,1,0,1
72852.74,0,1,1
72861.94,1,0,1
72873.33,1,0,1
72876.43,0,1,1
72909.75,1,0,1
72924.56,1,0,1
72927.68,1,0,1
72929.96,1,0,1
72945.32,1,0,1
72946.95,1,0,1
72950.14,1,0,1
72969.9,1,0,1
72970.93,1,0,1
72985.61,1,0,1
72990.62,1,0,1
72993.65,1,0,1
72993.67,1,0,1
73018.74,1,0,1
73066.72,1,0,1
73069.59,1,0,1
73073.68,1,0,1
73107.53,1,0,1
73107.6,1,0,1
73124.53,0,1,1
73127.61,1,0,1
73131.73,1,0,1
73133.82,1,0,1
73151.25,1,0,1
73181.39,0,1,1
73225.31,1,0,1
73275.96,0,1,1
73286.8,1,0,1
73294.48,1,0,1
73322.0,1,0,1
73329.08,1,0,1
73334.43,1,0,1
73371.65,1,0,1
73406.04,0,1,1
73418.29,1,0,1
73457.55,1,0,1
73464.88,1,0,1
73470.98,1,0,1
73489.15,0,1,1
73551.44,1,0,1
73562.05,0,1,1
73564.44,1,0,1
73585.18,0,1,1
73641.86,1,0,1
73656.38,1,0,1
73669.94,0,1,1
73679.59,0,1,1
73686.75,1,0,1
73731.32,1,0,1
73743.95,0,1,1
73853.94,0,1,1
73856.28,0,1,1
73857.94,0,1,1
73873.65,1,0,1
73881.68,0,1,1
73882.49,1,0,1
73922.95,1,0,1
73963.17,0,1,1
73977.23,1,0,1
73979.85,0,1,1
74005.04,0,1,1
74028.36,1,0,1
74042.0,1,0,1
74048.1,0,1,1
74077.91,1,0,1
74135.48,0,1,1
74149.77,1,0,1
74157.71,1,0,1
74158.8,1,0,1
74169.13,1,0,1
74176.71,0,1,1
74241.09,1,0,1
74260.16,1,0,1
74265.38,1,0,1
74267.35,1,0,1
74275.08,1,0,1
74287.53,1,0,1
74320.75,1,0,1
74322.85,1,0,1
74346.11,1,0,1
74379.57,0,1,1
74405.34,1,0,1
74415.2,1,0,1
74425.41,1,0,1
74510.65,1,0,1
74532.02,1,0,1
74564.41,1,0,1
74580.8,1,0,1
74588.41,1,0,1
74593.84,1,0,1
74637.57,1,0,1
74641.9,1,0,1
74687.37,1,0,1
74692.06,1,0,1
74694.41,1,0,1
74760.32,1,0,1
74771.22,0,1,1
74780.13,1,0,1
74800.99,1,0,1
74804.36,1,0,1
74835.65,1,0,1
74836.34,1,0,1
74838.64,0,1,1
74846.67,1,0,1
74849.46,1,0,1
74850.84,1,0,1
74850.93,1,0,1
74854.97,1,0,1
74858.3,1,0,1
74870.99,1,0,1
74878.22,1,0,1
74890.58,1,0,1
74898.8,0,1,1
74900.9,1,0,1
74917.64,1,0,1
74940.5,1,0,1
74945.11,1,0,1
74965.61,0,1,1
75035.48,1,0,1
75084.96,0,1,1
75161.25,0,1,1
75204.21,1,0,1
75232.02,1,0,1
75246.21,0,1,1
75248.3,1,0,1
75248.75,1,0,1
75272.63,1,0,1
75279.39,1,0,1
75285.47,1,0,1
75304.09,1,0,1
75335.68,1,0,1
75396.43,1,0,1
75408.24,1,0,1
75465.41,1,0,1
75478.95,0,1,1
75503.6,1,0,1
75562.47,1,0,1
75574.48,1,0,1
75578.67,1,0,1
75585.48,1,0,1
75609.84,1,0,1
75632.78,1,0,1
75664.56,0,1,1
75685.59,0,1,1
75685.97,1,0,1
75698.44,1,0,1
75732.25,1,0,1
75762.0,1,0,1
75786.55,1,0,1
75808.1,1,0,1
75825.57,1,0,1
75832.53,1,0,1
75837.58,1,0,1
75848.22,1,0,1
75860.01,1,0,1
75884.65,0,1,1
75888.65,1,0,1
75927.35,1,0,1
75937.47,1,0,1
75959.1,0,1,1
75969.19,1,0,1
76016.49,1,0,1
76038.38,1,0,1
76042.48,1,0,1
76053.07,1,0,1
76068.95,1,0,1
76076.2,1,0,1
76169.68,1,0,1
76192.21,1,0,1
76197.05,1,0,1
76209.56,1,0,1
76254.83,1,0,1
76257.46,1,0,1
76259.23,1,0,1
76264.27,1,0,1
76267.59,1,0,1
76304.73,1,0,1
76326.67,1,0,1
76357.43,1,0,1
76373.38,1,0,1
76390.01,1,0,1
76456.17,1,0,1
76476.05,1,0,1
76503.06,1,0,1
76510.46,1,0,1
76515.79,1,0,1
76544.9,0,1,1
76551.7,1,0,1
76569.64,0,1,1
76582.95,0,1,1
76611.33,1,0,1
76614.04,1,0,1
76621.49,1,0,1
76637.38,1,0,1
76640.29,0,1,1
76642.68,1,0,1
76679.6,1,0,1
76703.1,1,0,1
76744.72,1,0,1
76755.99,0,1,1
76773.53,1,0,1
76821.24,1,0,1
76844.23,1,0,1
76870.81,1,0,1
76884.05,1,0,1
76889.79,1,0,1
76946.6,1,0,1
76998.69,1,0,1
77027.34,1,0,1
77047.78,1,0,1
77063.63,0,1,1
77077.14,1,0,1
77108.66,1,0,1
77119.45,1,0,1
